Model_name,input_size,exec_time,flops
MobileNet0.25-v1,"(32, 32, 3)",0.465389541284404,3124757
MobileNet0.25-v1,"(56, 56, 3)",0.489202853211009,5510613
MobileNet0.25-v1,"(64, 64, 3)",0.540377211009174,8118293
MobileNet0.25-v1,"(75, 75, 3)",0.554904743119266,8911253
MobileNet0.25-v1,"(112, 112, 3)",0.61194147706422,21188245
MobileNet0.25-v1,"(128, 128, 3)",0.633462073394496,28092437
MobileNet0.25-v1,"(150, 150, 3)",0.692542458715596,34954805
MobileNet0.25-v1,"(224, 224, 3)",0.975275532110092,83021333
MobileNet0.25-v1,"(240, 240, 3)",1.06315442201835,93611669
MobileNet0.25-v1,"(256, 256, 3)",1.13210411009174,107989013
MobileNet0.25-v1,"(299, 299, 3)",1.36309394495413,139677077
MobileNet0.25-v1,"(320, 320, 3)",1.46545226605505,167911445
MobileNet0.25-v1,"(331, 331, 3)",1.5592859266055,171674005
MobileNet0.25-v1,"(448, 448, 3)",2.39182679816514,327704597
MobileNet0.25-v1,"(480, 480, 3)",2.58416390825688,375975445
MobileNet0.25-v1,"(568, 568, 3)",3.49383278899083,513775061
MobileNet0.25-v1,"(600, 600, 3)",3.62234239449541,573838293
MobileNet0.25-v1,"(800, 800, 3)",5.97976297247706,1041780245
MobileNet0.25-v1,"(896, 896, 3)",7.43544479816514,1306437653
MobileNet0.25-v1,"(1024, 1024, 3)",9.40981866055046,1705920533
MobileNet0.25-v1,"(1200, 1200, 3)",12.8401821376147,2334589589
MobileNet0.25-v1,"(1600, 1600, 3)",22.9225971926606,4162740245
MobileNet0.25-v1,"(1792, 1792, 3)",28.9027763577982,5221369877
MobileNet0.25-v1,"(2400, 2400, 3)",47.5416083577982,9364340245
MobileNet0.5-v1,"(32, 32, 3)",0.795777467889908,9780837
MobileNet0.5-v1,"(56, 56, 3)",0.860612513761468,18247141
MobileNet0.5-v1,"(64, 64, 3)",0.861867183486238,28025445
MobileNet0.5-v1,"(75, 75, 3)",0.940973825688073,30623589
MobileNet0.5-v1,"(112, 112, 3)",1.02622749541284,75595621
MobileNet0.5-v1,"(128, 128, 3)",1.08635122018349,101003877
MobileNet0.5-v1,"(150, 150, 3)",1.27280089908257,125429925
MobileNet0.5-v1,"(224, 224, 3)",1.73067421100917,301694565
MobileNet0.5-v1,"(240, 240, 3)",1.83656900917431,339980133
MobileNet0.5-v1,"(256, 256, 3)",1.94740714678899,392917605
MobileNet0.5-v1,"(299, 299, 3)",2.38444669724771,507424613
MobileNet0.5-v1,"(320, 320, 3)",2.65607543119266,611852901
MobileNet0.5-v1,"(331, 331, 3)",2.75682796330275,624191333
MobileNet0.5-v1,"(448, 448, 3)",4.32031172477064,1195680357
MobileNet0.5-v1,"(480, 480, 3)",4.7168711559633,1372044901
MobileNet0.5-v1,"(568, 568, 3)",6.22810988990826,1872588261
MobileNet0.5-v1,"(600, 600, 3)",6.80722549541285,2091870693
MobileNet0.5-v1,"(800, 800, 3)",11.5810904770642,3804659301
MobileNet0.5-v1,"(896, 896, 3)",14.6242921559633,4771623525
MobileNet0.5-v1,"(1024, 1024, 3)",18.3924478715596,6231192165
MobileNet0.5-v1,"(1200, 1200, 3)",25.4050969816514,8526030693
MobileNet0.5-v1,"(1600, 1600, 3)",44.9980857889908,15207539301
MobileNet0.5-v1,"(1792, 1792, 3)",57.3026955229358,19075396197
MobileNet0.5-v1,"(2400, 2400, 3)",98.5470579724771,34212339301
MobileNet0.75-v1,"(32, 32, 3)",1.29812880733945,19974325
MobileNet0.75-v1,"(56, 56, 3)",1.37052731192661,38215669
MobileNet0.75-v1,"(64, 64, 3)",1.37745658715596,59727541
MobileNet0.75-v1,"(75, 75, 3)",1.52877171559633,65143093
MobileNet0.75-v1,"(112, 112, 3)",1.62357250458716,163228213
MobileNet0.75-v1,"(128, 128, 3)",1.71474267889908,218740405
MobileNet0.75-v1,"(150, 150, 3)",1.94834423853211,271431445
MobileNet0.75-v1,"(224, 224, 3)",2.80571425688073,656025781
MobileNet0.75-v1,"(240, 240, 3)",2.97862310091743,739111477
MobileNet0.75-v1,"(256, 256, 3)",3.08100977981651,854791861
MobileNet0.75-v1,"(299, 299, 3)",3.89898666055046,1103248693
MobileNet0.75-v1,"(320, 320, 3)",4.24707101834862,1331830453
MobileNet0.75-v1,"(331, 331, 3)",4.56034126605505,1357558069
MobileNet0.75-v1,"(448, 448, 3)",7.07017229357798,2603933365
MobileNet0.75-v1,"(480, 480, 3)",7.6583462293578,2988214453
MobileNet0.75-v1,"(568, 568, 3)",10.1972261376147,4076445685
MobileNet0.75-v1,"(600, 600, 3)",11.1835463486239,4554103285
MobileNet0.75-v1,"(800, 800, 3)",18.768364266055,8288643253
MobileNet0.75-v1,"(896, 896, 3)",23.5568651009174,10395563701
MobileNet0.75-v1,"(1024, 1024, 3)",29.9548991100917,13575820981
MobileNet0.75-v1,"(1200, 1200, 3)",41.1518729357798,18574329397
MobileNet0.75-v1,"(1600, 1600, 3)",73.249301440367,33134403253
MobileNet0.75-v1,"(1792, 1792, 3)",93.0655432293578,41562085045
MobileNet0.75-v1,"(2400, 2400, 3)",162.532538651376,74544003253
MobileNet1.0-v1,"(32, 32, 3)",1.86287455963303,33705221
MobileNet1.0-v1,"(56, 56, 3)",1.88148704587156,65416197
MobileNet1.0-v1,"(64, 64, 3)",1.90946726605505,103224581
MobileNet1.0-v1,"(75, 75, 3)",1.98196124770642,112469765
MobileNet1.0-v1,"(112, 112, 3)",2.19186036697248,284086021
MobileNet1.0-v1,"(128, 128, 3)",2.33979003669725,381302021
MobileNet1.0-v1,"(150, 150, 3)",2.67480171559633,472959365
MobileNet1.0-v1,"(224, 224, 3)",3.72348865137615,1146014981
MobileNet1.0-v1,"(240, 240, 3)",3.89384236697248,1291005701
MobileNet1.0-v1,"(256, 256, 3)",4.12116450458716,1493611781
MobileNet1.0-v1,"(299, 299, 3)",5.20832243119266,1927149317
MobileNet1.0-v1,"(320, 320, 3)",5.83492825688073,2327844101
MobileNet1.0-v1,"(331, 331, 3)",6.04006726605505,2371774213
MobileNet1.0-v1,"(448, 448, 3)",10.0536602385321,4552463621
MobileNet1.0-v1,"(480, 480, 3)",10.8875220642202,5224484101
MobileNet1.0-v1,"(568, 568, 3)",14.8987889266055,7125347333
MobileNet1.0-v1,"(600, 600, 3)",16.0722102568807,7960536069
MobileNet1.0-v1,"(800, 800, 3)",26.9426709449541,14493732101
MobileNet1.0-v1,"(896, 896, 3)",34.3797082844037,18178258181
MobileNet1.0-v1,"(1024, 1024, 3)",42.7872834954129,23739806981
MobileNet1.0-v1,"(1200, 1200, 3)",59.1692570917431,32479485701
MobileNet1.0-v1,"(1600, 1600, 3)",104.890847036697,57943332101
MobileNet1.0-v1,"(1792, 1792, 3)",133.917071073395,72681436421
MobileNet1.0-v1,"(2400, 2400, 3)",233.975337697248,130359332101
MobileNet0.35-v2,"(32, 32, 3)",0.86314797,8295997
MobileNet0.35-v2,"(56, 56, 3)",0.86837855,11494725
MobileNet0.35-v2,"(64, 64, 3)",0.95990274,15407629
MobileNet0.35-v2,"(75, 75, 3)",0.98842587,16846509
MobileNet0.35-v2,"(112, 112, 3)",1.11761546,33032037
MobileNet0.35-v2,"(128, 128, 3)",1.18629397,43854157
MobileNet0.35-v2,"(150, 150, 3)",1.37789764,52712349
MobileNet0.35-v2,"(224, 224, 3)",1.91306507,122082109
MobileNet0.35-v2,"(240, 240, 3)",2.05137809,134957413
MobileNet0.35-v2,"(256, 256, 3)",2.08566645,157640269
MobileNet0.35-v2,"(299, 299, 3)",2.5755471,204082397
MobileNet0.35-v2,"(320, 320, 3)",2.87787022,242979853
MobileNet0.35-v2,"(331, 331, 3)",3.02833409,249794733
MobileNet0.35-v2,"(448, 448, 3)",4.6204492,470552077
MobileNet0.35-v2,"(480, 480, 3)",5.16459857,539297853
MobileNet0.35-v2,"(568, 568, 3)",6.66519011,732263749
MobileNet0.35-v2,"(600, 600, 3)",7.38559673,817611061
MobileNet0.35-v2,"(800, 800, 3)",11.9553362,1487515453
MobileNet0.35-v2,"(896, 896, 3)",14.72579105,1864431949
MobileNet0.35-v2,"(1024, 1024, 3)",18.91025057,2433362509
MobileNet0.35-v2,"(1200, 1200, 3)",25.75448118,3317352613
MobileNet0.35-v2,"(1600, 1600, 3)",45.78622281,5932285453
MobileNet0.35-v2,"(1792, 1792, 3)",57.92884831,7439951437
MobileNet0.35-v2,"(2400, 2400, 3)",98.41063072,13340235453
MobileNet0.5-v2,"(32, 32, 3)",1.02847771,10426853
MobileNet0.5-v2,"(56, 56, 3)",1.08940844,15494405
MobileNet0.5-v2,"(64, 64, 3)",1.18416568,22175045
MobileNet0.5-v2,"(75, 75, 3)",1.19962463,24236261
MobileNet0.5-v2,"(112, 112, 3)",1.34685354,51148645
MobileNet0.5-v2,"(128, 128, 3)",1.418626,69167813
MobileNet0.5-v2,"(150, 150, 3)",1.54579263,83386229
MobileNet0.5-v2,"(224, 224, 3)",2.23229884,198397925
MobileNet0.5-v2,"(240, 240, 3)",2.45481601,219352165
MobileNet0.5-v2,"(256, 256, 3)",2.56410109,257138885
MobileNet0.5-v2,"(299, 299, 3)",3.14584528,332527237
MobileNet0.5-v2,"(320, 320, 3)",3.5221903,398117189
MobileNet0.5-v2,"(331, 331, 3)",3.58788561,407897317
MobileNet0.5-v2,"(448, 448, 3)",5.7254316,774059333
MobileNet0.5-v2,"(480, 480, 3)",6.30732437,887625189
MobileNet0.5-v2,"(568, 568, 3)",8.25525679,1203888389
MobileNet0.5-v2,"(600, 600, 3)",9.10559392,1344736101
MobileNet0.5-v2,"(800, 800, 3)",14.95180688,2454050789
MobileNet0.5-v2,"(896, 896, 3)",18.62730298,3076704965
MobileNet0.5-v2,"(1024, 1024, 3)",23.71751647,4016560325
MobileNet0.5-v2,"(1200, 1200, 3)",32.5999477,5475263845
MobileNet0.5-v2,"(1600, 1600, 3)",57.9362523,9796670789
MobileNet0.5-v2,"(1792, 1792, 3)",73.46977708,12287287493
MobileNet0.5-v2,"(2400, 2400, 3)",126.34156172,22034370789
MobileNet0.75-v2,"(32, 32, 3)",1.29511515,16336517
MobileNet0.75-v2,"(56, 56, 3)",1.38464149,27817205
MobileNet0.75-v2,"(64, 64, 3)",1.4178146,41795093
MobileNet0.75-v2,"(75, 75, 3)",1.51615364,46572869
MobileNet0.75-v2,"(112, 112, 3)",1.77487055,105384645
MobileNet0.75-v2,"(128, 128, 3)",1.9732718,143629397
MobileNet0.75-v2,"(150, 150, 3)",2.2514002,175921037
MobileNet0.75-v2,"(224, 224, 3)",3.26630256,423673733
MobileNet0.75-v2,"(240, 240, 3)",3.6327816,470873669
MobileNet0.75-v2,"(256, 256, 3)",3.84416122,550966613
MobileNet0.75-v2,"(299, 299, 3)",4.75409788,715656501
MobileNet0.75-v2,"(320, 320, 3)",5.30224648,856469525
MobileNet0.75-v2,"(331, 331, 3)",5.4607356,879129413
MobileNet0.75-v2,"(448, 448, 3)",8.78731066,1671143957
MobileNet0.75-v2,"(480, 480, 3)",9.55073747,1917243525
MobileNet0.75-v2,"(568, 568, 3)",12.91527806,2608919285
MobileNet0.75-v2,"(600, 600, 3)",14.20153336,2914503429
MobileNet0.75-v2,"(800, 800, 3)",24.18947337,5311720325
MobileNet0.75-v2,"(896, 896, 3)",30.09161115,6661024853
MobileNet0.75-v2,"(1024, 1024, 3)",38.64045749,8697710933
MobileNet0.75-v2,"(1200, 1200, 3)",52.72551858,11867957189
MobileNet0.75-v2,"(1600, 1600, 3)",93.44515366,21223330325
MobileNet0.75-v2,"(1792, 1792, 3)",118.7194737,26620548437
MobileNet1.3-v2,"(32, 32, 3)",2.2957388,34858141
MobileNet1.3-v2,"(56, 56, 3)",2.38860135,60748605
MobileNet1.3-v2,"(64, 64, 3)",2.45664708,97048957
MobileNet1.3-v2,"(75, 75, 3)",2.60079345,106736589
MobileNet1.3-v2,"(112, 112, 3)",3.10117974,250454125
MobileNet1.3-v2,"(128, 128, 3)",3.23953686,345812221
MobileNet1.3-v2,"(150, 150, 3)",3.66778403,419847565
MobileNet1.3-v2,"(224, 224, 3)",5.41883137,1029911197
MobileNet1.3-v2,"(240, 240, 3)",5.67862869,1140900461
MobileNet1.3-v2,"(256, 256, 3)",6.06648802,1340865277
MobileNet1.3-v2,"(299, 299, 3)",7.54083083,1734686829
MobileNet1.3-v2,"(320, 320, 3)",8.42881857,2087155069
MobileNet1.3-v2,"(331, 331, 3)",8.63135669,2133093325
MobileNet1.3-v2,"(448, 448, 3)",14.05060007,4077261181
MobileNet1.3-v2,"(480, 480, 3)",15.45677115,4678439069
MobileNet1.3-v2,"(568, 568, 3)",21.14280936,6342513469
MobileNet1.3-v2,"(600, 600, 3)",22.85186267,7087538397
MobileNet1.3-v2,"(800, 800, 3)",38.77413277,12970547869
MobileNet1.3-v2,"(896, 896, 3)",48.849219,16266661117
MobileNet1.3-v2,"(1024, 1024, 3)",61.77536569,21241926397
MobileNet1.3-v2,"(1200, 1200, 3)",85.55070593,28964125421
MobileNet1.3-v2,"(1600, 1600, 3)",151.01748273,51839807869
MobileNet1.3-v2,"(1792, 1792, 3)",192.23073929,65024260861
MobileNet1.4-v2,"(32, 32, 3)",2.51538488,39527597
MobileNet1.4-v2,"(56, 56, 3)",2.66978509,68871429
MobileNet1.4-v2,"(64, 64, 3)",2.75777742,110621357
MobileNet1.4-v2,"(75, 75, 3)",2.80658366,121440141
MobileNet1.4-v2,"(112, 112, 3)",3.41770275,285733861
MobileNet1.4-v2,"(128, 128, 3)",3.58545884,394996397
MobileNet1.4-v2,"(150, 150, 3)",3.94141195,478437765
MobileNet1.4-v2,"(224, 224, 3)",5.86140097,1177027757
MobileNet1.4-v2,"(240, 240, 3)",6.26320518,1303340389
MobileNet1.4-v2,"(256, 256, 3)",6.71468104,1532496557
MobileNet1.4-v2,"(299, 299, 3)",8.17642059,1981609613
MobileNet1.4-v2,"(320, 320, 3)",9.24000232,2385621677
MobileNet1.4-v2,"(331, 331, 3)",9.34078544,2436931469
MobileNet1.4-v2,"(448, 448, 3)",15.34807102,4660621997
MobileNet1.4-v2,"(480, 480, 3)",16.81799553,5347861677
MobileNet1.4-v2,"(568, 568, 3)",22.85634769,7247125253
MobileNet1.4-v2,"(600, 600, 3)",24.88272921,8098630757
MobileNet1.4-v2,"(800, 800, 3)",42.66768842,14827029677
MobileNet1.4-v2,"(896, 896, 3)",53.45853507,18594998957
MobileNet1.4-v2,"(1024, 1024, 3)",68.21976081,24282499757
MobileNet1.4-v2,"(1200, 1200, 3)",93.22610035,33107267749
MobileNet1.4-v2,"(1600, 1600, 3)",163.86479244,59260629677
MobileNet-small0.75-v3,"(32, 32, 3)",1.87800098,18104366
MobileNet-small0.75-v3,"(56, 56, 3)",2.06863748,23430746
MobileNet-small0.75-v3,"(64, 64, 3)",2.13535165,24171086
MobileNet-small0.75-v3,"(75, 75, 3)",2.16712158,29892716
MobileNet-small0.75-v3,"(112, 112, 3)",2.23327751,42896576
MobileNet-small0.75-v3,"(128, 128, 3)",2.23599088,48437966
MobileNet-small0.75-v3,"(150, 150, 3)",2.26679538,64493386
MobileNet-small0.75-v3,"(224, 224, 3)",2.86229497,115171886
MobileNet-small0.75-v3,"(240, 240, 3)",3.03690178,134053280
MobileNet-small0.75-v3,"(256, 256, 3)",3.11754491,145505486
MobileNet-small0.75-v3,"(299, 299, 3)",3.47019904,202636756
MobileNet-small0.75-v3,"(320, 320, 3)",3.86442777,218306126
MobileNet-small0.75-v3,"(331, 331, 3)",3.91161065,243492396
MobileNet-small0.75-v3,"(448, 448, 3)",5.67790732,412441166
MobileNet-small0.75-v3,"(480, 480, 3)",6.19162162,471086126
MobileNet-small0.75-v3,"(568, 568, 3)",7.83922347,664229978
MobileNet-small0.75-v3,"(600, 600, 3)",8.43299531,738658010
MobileNet-small0.75-v3,"(800, 800, 3)",13.11319183,1279982126
MobileNet-small0.75-v3,"(896, 896, 3)",15.99995761,1601518286
MobileNet-small0.75-v3,"(1024, 1024, 3)",20.07261755,2086855886
MobileNet-small0.75-v3,"(1200, 1200, 3)",26.8387087,2880413360
MobileNet-small0.75-v3,"(1600, 1600, 3)",46.70468292,5071682126
MobileNet-small0.75-v3,"(1792, 1792, 3)",57.87175262,6357826766
MobileNet-small0.75-v3,"(2400, 2400, 3)",102.47454485,11391182126
MobileNet-small1.0-v3,"(32, 32, 3)",1.91344344,18728084
MobileNet-small1.0-v3,"(56, 56, 3)",2.07327084,25227188
MobileNet-small1.0-v3,"(64, 64, 3)",2.11684976,26072468
MobileNet-small1.0-v3,"(75, 75, 3)",2.13571743,33143636
MobileNet-small1.0-v3,"(112, 112, 3)",2.1795139,48882764
MobileNet-small1.0-v3,"(128, 128, 3)",2.30585042,55450004
MobileNet-small1.0-v3,"(150, 150, 3)",2.35740548,75065572
MobileNet-small1.0-v3,"(224, 224, 3)",2.95597322,136238228
MobileNet-small1.0-v3,"(240, 240, 3)",3.11348052,159387852
MobileNet-small1.0-v3,"(256, 256, 3)",3.40115019,172960148
MobileNet-small1.0-v3,"(299, 299, 3)",3.62825795,242649268
MobileNet-small1.0-v3,"(320, 320, 3)",3.97419835,261092756
MobileNet-small1.0-v3,"(331, 331, 3)",4.03152928,292163668
MobileNet-small1.0-v3,"(448, 448, 3)",5.80358407,496113044
MobileNet-small1.0-v3,"(480, 480, 3)",6.27567054,567108756
MobileNet-small1.0-v3,"(568, 568, 3)",7.99987723,801415092
MobileNet-small1.0-v3,"(600, 600, 3)",8.63872583,891545012
MobileNet-small1.0-v3,"(800, 800, 3)",13.32836565,1546359956
MobileNet-small1.0-v3,"(896, 896, 3)",16.20856302,1935612308
MobileNet-small1.0-v3,"(1024, 1024, 3)",20.41161417,2523163028
MobileNet-small1.0-v3,"(1200, 1200, 3)",27.24343291,3485266572
MobileNet-small1.0-v3,"(1600, 1600, 3)",47.24256416,6136599956
MobileNet-small1.0-v3,"(1792, 1792, 3)",58.73770315,7693609364
MobileNet-small1.0-v3,"(2400, 2400, 3)",104.46686736,13786999956
MobileNet-small1.5-v3,"(32, 32, 3)",1.96750853,19972256
MobileNet-small1.5-v3,"(56, 56, 3)",2.00993764,28808096
MobileNet-small1.5-v3,"(64, 64, 3)",2.17750687,29862176
MobileNet-small1.5-v3,"(75, 75, 3)",2.18962409,39623492
MobileNet-small1.5-v3,"(112, 112, 3)",2.29935261,60812996
MobileNet-small1.5-v3,"(128, 128, 3)",2.31571286,69421856
MobileNet-small1.5-v3,"(150, 150, 3)",2.46283422,96131152
MobileNet-small1.5-v3,"(224, 224, 3)",3.06922698,178210976
MobileNet-small1.5-v3,"(240, 240, 3)",3.21624069,209868932
MobileNet-small1.5-v3,"(256, 256, 3)",3.34513436,227660576
MobileNet-small1.5-v3,"(299, 299, 3)",3.75874115,322374100
MobileNet-small1.5-v3,"(320, 320, 3)",4.05726945,346339616
MobileNet-small1.5-v3,"(331, 331, 3)",4.1422032,389140164
MobileNet-small1.5-v3,"(448, 448, 3)",5.9834,662817056
MobileNet-small1.5-v3,"(480, 480, 3)",6.46559645,758419616
MobileNet-small1.5-v3,"(568, 568, 3)",8.22310901,1074738080
MobileNet-small1.5-v3,"(600, 600, 3)",8.80163316,1196151584
MobileNet-small1.5-v3,"(800, 800, 3)",13.68853712,2077075616
MobileNet-small1.5-v3,"(896, 896, 3)",16.89619617,2601241376
MobileNet-small1.5-v3,"(1024, 1024, 3)",21.01807153,3392434976
MobileNet-small1.5-v3,"(1200, 1200, 3)",28.36974171,4690361252
MobileNet-small1.5-v3,"(1600, 1600, 3)",49.15899764,8258275616
MobileNet-small1.5-v3,"(1792, 1792, 3)",61.20677555,10354938656
MobileNet-small1.5-v3,"(2400, 2400, 3)",108.59589509,18560275616
MobileNet-large1.0-v3,"(32, 32, 3)",2.9044633,46114838
MobileNet-large1.0-v3,"(56, 56, 3)",3.01588001,69944774
MobileNet-large1.0-v3,"(64, 64, 3)",3.09364128,73198454
MobileNet-large1.0-v3,"(75, 75, 3)",3.14137115,97439958
MobileNet-large1.0-v3,"(112, 112, 3)",3.59948048,154838918
MobileNet-large1.0-v3,"(128, 128, 3)",3.66771077,181532918
MobileNet-large1.0-v3,"(150, 150, 3)",4.00884619,253657382
MobileNet-large1.0-v3,"(224, 224, 3)",5.32235729,479452694
MobileNet-large1.0-v3,"(240, 240, 3)",5.5935114,559703174
MobileNet-large1.0-v3,"(256, 256, 3)",5.87152475,614870774
MobileNet-large1.0-v3,"(299, 299, 3)",6.99665007,865350262
MobileNet-large1.0-v3,"(320, 320, 3)",7.76657075,939874166
MobileNet-large1.0-v3,"(331, 331, 3)",7.8579374,1047274710
MobileNet-large1.0-v3,"(448, 448, 3)",11.94493717,1806549878
MobileNet-large1.0-v3,"(480, 480, 3)",12.98400108,2068358166
MobileNet-large1.0-v3,"(568, 568, 3)",17.06811211,2931099078
MobileNet-large1.0-v3,"(600, 600, 3)",18.59688367,3263395046
MobileNet-large1.0-v3,"(800, 800, 3)",30.47361476,5679506966
MobileNet-large1.0-v3,"(896, 896, 3)",37.69876571,7114938614
MobileNet-large1.0-v3,"(1024, 1024, 3)",48.17754377,9281627894
MobileNet-large1.0-v3,"(1200, 1200, 3)",65.21496072,12804614534
MobileNet-large1.0-v3,"(1600, 1600, 3)",115.07779322,22606766966
MobileNet-large1.0-v3,"(1792, 1792, 3)",145.22662932,28348493558
MobileNet-large1.0-v3,"(2400, 2400, 3)",254.71532926,50818866966
ResNet-20,"(32, 32, 3)",0.67968651,83003047
ResNet-20,"(56, 56, 3)",0.94401261,251946151
ResNet-20,"(64, 64, 3)",1.02942848,328758439
ResNet-20,"(75, 75, 3)",1.44257349,458815527
ResNet-20,"(112, 112, 3)",2.13375739,1004564135
ResNet-20,"(128, 128, 3)",2.15178202,1311780007
ResNet-20,"(150, 150, 3)",2.99270836,1816497639
ResNet-20,"(224, 224, 3)",5.74635517,4015089319
ResNet-20,"(240, 240, 3)",6.55099196,4608949927
ResNet-20,"(256, 256, 3)",7.01332477,5243866279
ResNet-20,"(299, 299, 3)",9.68580399,7183729191
ResNet-20,"(320, 320, 3)",10.84746749,8192930983
ResNet-20,"(331, 331, 3)",11.52532125,8799778855
ResNet-20,"(448, 448, 3)",20.17010671,16057103527
ResNet-20,"(480, 480, 3)",23.37793118,18432738983
ResNet-20,"(568, 568, 3)",32.46089346,25810347175
ResNet-20,"(600, 600, 3)",36.28453731,28800361127
ResNet-20,"(800, 800, 3)",64.04144484,51200124583
ResNet-20,"(896, 896, 3)",79.37427587,64225160359
ResNet-20,"(1024, 1024, 3)",103.52824701,83885591719
ResNet-20,"(1200, 1200, 3)",162.02710149,115198676647
ResNet-20,"(1600, 1600, 3)",299.16843779,204797244583
ResNet-20,"(1792, 1792, 3)",381.24704586,256897387687
ResNet-20,"(2400, 2400, 3)",702.46977732,460792444583
ResNet-32,"(32, 32, 3)",1.05676421,140574603
ResNet-32,"(56, 56, 3)",1.2629055,426657675
ResNet-32,"(64, 64, 3)",1.30389801,556715403
ResNet-32,"(75, 75, 3)",1.80386316,777154283
ResNet-32,"(112, 112, 3)",2.88597501,1701080971
ResNet-32,"(128, 128, 3)",3.33754057,2221278603
ResNet-32,"(150, 150, 3)",4.72937855,3076361483
ResNet-32,"(224, 224, 3)",8.95332488,6798827403
ResNet-32,"(240, 240, 3)",10.2068606,7804452747
ResNet-32,"(256, 256, 3)",11.23279221,8879531403
ResNet-32,"(299, 299, 3)",15.43904824,12165167339
ResNet-32,"(320, 320, 3)",17.2132561,13873221003
ResNet-32,"(331, 331, 3)",18.644348,14901735147
ResNet-32,"(448, 448, 3)",32.40193578,27189726603
ResNet-32,"(480, 480, 3)",37.53583685,31212421003
ResNet-32,"(568, 568, 3)",52.37166319,43705141131
ResNet-32,"(600, 600, 3)",58.57495612,48768177547
ResNet-32,"(800, 800, 3)",103.24846717,86697861003
ResNet-32,"(896, 896, 3)",128.23839914,108753323403
ResNet-32,"(1024, 1024, 3)",167.44040723,142044587403
ResNet-32,"(1200, 1200, 3)",262.72300523,195067613067
ResNet-32,"(1600, 1600, 3)",489.0778715,346785861003
ResNet-32,"(1792, 1792, 3)",623.80380124,435007710603
ResNet-32,"(2400, 2400, 3)",1149.29194288,780265861003
ResNet-44,"(32, 32, 3)",1.38821632,198146159
ResNet-44,"(56, 56, 3)",1.98237804,601369199
ResNet-44,"(64, 64, 3)",2.09144911,784672367
ResNet-44,"(75, 75, 3)",2.4502992,1095493039
ResNet-44,"(112, 112, 3)",3.91489324,2397597807
ResNet-44,"(128, 128, 3)",4.61867953,3130777199
ResNet-44,"(150, 150, 3)",6.46396911,4336225327
ResNet-44,"(224, 224, 3)",12.24111238,9582565487
ResNet-44,"(240, 240, 3)",13.99815498,10999955567
ResNet-44,"(256, 256, 3)",15.31478796,12515196527
ResNet-44,"(299, 299, 3)",21.18789039,17146605487
ResNet-44,"(320, 320, 3)",23.58693167,19553511023
ResNet-44,"(331, 331, 3)",25.80087238,21003691439
ResNet-44,"(448, 448, 3)",44.53218581,38322349679
ResNet-44,"(480, 480, 3)",51.76299453,43992103023
ResNet-44,"(568, 568, 3)",72.14444079,61599935087
ResNet-44,"(600, 600, 3)",80.73992146,68735993967
ResNet-44,"(800, 800, 3)",142.52865434,122195597423
ResNet-44,"(896, 896, 3)",176.57096217,153281486447
ResNet-44,"(1024, 1024, 3)",231.78835242,200203583087
ResNet-44,"(1200, 1200, 3)",363.42615917,274936549487
ResNet-44,"(1600, 1600, 3)",674.05167165,488774477423
ResNet-44,"(1792, 1792, 3)",861.15456491,613118033519
ResNet-44,"(2400, 2400, 3)",1591.14056082,1099739277423
ResNet-56,"(32, 32, 3)",1.78947982,255717715
ResNet-56,"(56, 56, 3)",2.08873451,776080723
ResNet-56,"(64, 64, 3)",2.27994804,1012629331
ResNet-56,"(75, 75, 3)",3.30122737,1413831795
ResNet-56,"(112, 112, 3)",5.01444775,3094114643
ResNet-56,"(128, 128, 3)",5.81060609,4040275795
ResNet-56,"(150, 150, 3)",8.23146239,5596089171
ResNet-56,"(224, 224, 3)",15.64672658,12366303571
ResNet-56,"(240, 240, 3)",17.86384528,14195458387
ResNet-56,"(256, 256, 3)",19.43169422,16150861651
ResNet-56,"(299, 299, 3)",27.10855908,22128043635
ResNet-56,"(320, 320, 3)",29.90390917,25233801043
ResNet-56,"(331, 331, 3)",32.97227619,27105647731
ResNet-56,"(448, 448, 3)",56.67244335,49454972755
ResNet-56,"(480, 480, 3)",65.87154249,56771785043
ResNet-56,"(568, 568, 3)",91.97727614,79494729043
ResNet-56,"(600, 600, 3)",103.1605812,88703810387
ResNet-56,"(800, 800, 3)",181.66024981,157693333843
ResNet-56,"(896, 896, 3)",225.40991963,197809649491
ResNet-56,"(1024, 1024, 3)",294.80752988,258362578771
ResNet-56,"(1200, 1200, 3)",463.60163922,354805485907
ResNet-56,"(1600, 1600, 3)",860.98071924,630763093843
ResNet-56,"(1792, 1792, 3)",1097.01439279,791228356435
ResNet-56,"(2400, 2400, 3)",2034.08274436,1419212693843
ResNet-110,"(32, 32, 3)",3.12776852,514789717
ResNet-110,"(56, 56, 3)",5.10784924,1562282581
ResNet-110,"(64, 64, 3)",5.62291251,2038435669
ResNet-110,"(75, 75, 3)",7.30066195,2846356197
ResNet-110,"(112, 112, 3)",9.63538451,6228440405
ResNet-110,"(128, 128, 3)",11.16176847,8133019477
ResNet-110,"(150, 150, 3)",16.07366105,11265476469
ResNet-110,"(224, 224, 3)",30.3929079,24893124949
ResNet-110,"(240, 240, 3)",34.80475216,28575221077
ResNet-110,"(256, 256, 3)",37.90724533,32511354709
ResNet-110,"(299, 299, 3)",53.3136302,44544515301
ResNet-110,"(320, 320, 3)",58.64761011,50795106133
